,usename,count
20208,Waluyo87141864,1
20209,BoyHakki14,1
20210,Herikunkun,2
20211,aldryandimas,1
20212,EnricoE39,1
20213,DaoedGauwan,1
20214,agusset1awan,1
20215,aindraku,1
20216,RagilSemar,1
20217,aridewo_bandung,1
20218,Tasbihah08,1
20219,jimmy_atp,1
20220,radar_kepri,6
20221,PutraJayaHusin2,2
20222,geli_aah,1
20223,stellaayubi,15
20224,azaki_khoirudin,1
20225,tam_22__,1
20226,k0pi_Rakyat,1
20227,SenyumajaTerus,1
20228,andi_lelong,1
20229,kembangkertas97,1
20230,just3mi,1
20231,ed__san,1
20232,ManikMadridista,1
20233,irfanbinmansyur,2
20234,RSurgani,1
20235,fitriagna1108,1
20236,tidakhilang_,1
20237,Dewie011,1
20238,SBForce18,1
20239,lebahliar_id,2
20240,AlanSalahudin,1
20241,RadityaKurzz,1
20242,faridaamaliya,1
20243,EMatandatu,4
20244,FPolitik,1
20245,Klademak1b,1
20246,Gemasaba_Jatim,1
20247,MAM_SH_MH_CLA,1
20248,Parhobas7,1
20249,Budiamira1,1
20250,Dasmuri8,2
20251,Ayam88Mie,1
20252,hamdanhdt,1
20253,dalifah_ismi,1
20254,Cekricekid,1
20255,B3rvboo,1
20256,New_Era_PS,19
20257,stJefons,1
20258,AldyGreget,1
20259,citracitato,1
20260,b_djowibowo,1
20261,Nazarudin171,1
20262,IskandarGani9,1
20263,eman_nahnu,1
20264,lhakimri,1
20265,ahmed_die,1
20266,iqbalroman,1
20267,MonologisId,1
20268,FaktaJombang,1
20269,yanihaeraniode,1
20270,rk_2024,1
20271,aderifaeuy,1
20272,KsatriaReborn,1
20273,ambangWeh,1
20274,lucixxn_,1
20275,iFadhli,1
20276,alviancat2,1
20277,henagoesra,1
20278,Dewangga_4,1
20279,heijikmund,1
20280,abrar06978057,4
20281,RomuziJ,1
20282,prajnamu,1
20283,StroberryRasa,1
20284,ArshakaPratama,1
20285,Alimans24435271,1
20286,RidhoBudiman16,2
20287,Toklexloveunyil,1
20288,Danche32917612,1
20289,alzara22,1
20290,central_java76,1
20291,sergai_sugi,2
20292,WhyNew3,1
20293,Wibisan57371768,4
20294,AureliaMawar,1
20295,BaonAndre,1
20296,hidayah_pharaoh,3
20297,RRwt02,1
20298,andi_hazairin,1
20299,TonganiK,1
20300,dinnarjessy,1
20301,NanaKasim4,1
20302,virdikaa,1
20303,ginanjar_yp,1
20304,MachmudahMila,1
20305,aminsucipto,1
20306,awannmalam,1
20307,MerahPutih2024,3
20308,JasminAds,1
20309,cak_elno,1
20310,ObiWan_Catnobi,1
20311,kosadata,2
20312,jamalsi95195853,1
20313,GarselaYafa,1
20314,LinggarZuke,1
20315,Hermanhabibullh,2
20316,penggerutu_,1
20317,hawe75,1
20318,PingThread,1
20319,ErikS_2601,1
20320,PNCOSTRSNA,1
20321,RebornElang,2
20322,ferryGreen3,1
20323,UsodoKerto,1
20324,ArArman12,1
20325,Anwrlftro_,1
20326,jodisetiawan199,1
20327,kurang_kerjaaan,1
20328,Nurdinali9938,3
20329,iya_althaf,1
20330,kamal_imam,1
20331,jufrilaw,1
20332,KhalifahSadid,1
20333,Irfankholil2,2
20334,Shareeismyname,2
20335,mahaputra_99,1
20336,irwnysf,1
20337,Ikhwan_17,1
20338,Ferry_Wachjudi,2
20339,sdnarm,1
20340,sitobatabo,1
20341,iwan__y,1
20342,mariadi63425147,1
20343,EdM_nagair52,1
20344,dpngerbangtani,4
20345,ilhammift,1
20346,stn_duddy,2
20347,rayyantlb,1
20348,DetikVisi,1
20349,LppanRi,1
20350,suhariadi30,1
20351,choc0cookiee,1
20352,RoroSafitry,1
20353,Manggurasi,1
20354,Juniwun_007,1
20355,saddamhusennn,1
20356,veeeetrbl,1
20357,AndySasmaya,1
20358,Sandi884168961,1
20359,aryrhmnsyh,1
20360,OndriatnaLevel,2
20361,yoedidharma,1
20362,AmbarsariS,1
20363,victory99x,1
20364,suro_abu,1
20365,HijrahSementara,1
20366,lespkyogyakarta,1
20367,majuterus___,1
20368,dwiirwan14,1
20369,adit1285638,1
20370,MrDesperate1,2
20371,jinseokbias,1
20372,aa_argun,1
20373,Bataviatimescom,1
20374,mrul_prasandi,1
20375,muhamma23366199,2
20376,URey03,1
20377,AbdurrasyidRah1,1
20378,rizalsn14,1
20379,e_larocha,1
20380,tammago,1
20381,AlfiAre,1
20382,BELEKMATAJUYEON,1
20383,halfmoonnite,1
20384,RonaldLampard8,1
20385,Kakek_Muslim,1
20386,MiyazakiBaru,1
20387,durkaplale1212,1
20388,dndbrlyn,1
20389,Motionpicture__,1
20390,legaldead,1
20391,BBravo911,1
20392,Domlet400Tii,1
20393,BlackRednBlue,1
20394,ngantukanz,1
20395,NasgianJ,1
20396,mutmuthea,1
20397,narasi_publik,1
20398,Y42N18,2
20399,fachriazmiii,1
20400,mba_diahworo,2
20401,dodon_jerry,1
20402,raniyulianty,1
20403,baihaqie2483,1
20404,akunovitania,1
20405,nurulrahma,1
20406,Naqiyyah_Syam,1
20407,ekadwihandayani,1
20408,HardiyanTanai,1
20409,Hidgaming1,1
20410,HalloTernate,1
20411,brambangosong,1
20412,Rozi17136983,4
20413,geekfender,2
20414,LifepodMedia,1
20415,Sayapmalam14,1
20416,Chrizmaann,1
20417,bahdar34330442,1
20418,kyutienanLucky,1
20419,87Kaisar,2
20420,SuaraCirebonCom,2
20421,ak03l,1
20422,tyanmiza,1
20423,budakcingur,1
20424,FOEUX,1
20425,indoseputarinfo,9
20426,ianmandagie,1
20427,FifiSopiah2,1
20428,khojan_,1
20429,cahyono_seger,1
20430,wong_waras_,1
20431,DelegasiRakyat,1
20432,anggifrandika,1
20433,WPa5nan,1
20434,akdintanjung,1
20435,Seraching11,1
20436,JeffriVenom,1
20437,dowoondoun,1
20438,Dzaky10_,1
20439,pilarbanten2015,1
20440,AgusAbd83360268,2
20441,a_syahjito,1
20442,MaverickYusuf,1
20443,ediashari1,1
20444,T_IndonesiaPost,2
20445,buset77oye,1
20446,bbykyungsooluv,1
20447,FFaray2,1
20448,SatyaPu77630797,3
20449,RohmanAminudin,1
20450,obyhop23,1
20451,muhammadalie88,14
20452,zelgaanteng,1
20453,Gunawan70768094,16
20454,NebengNurhayati,15
20455,Wahyudi66768698,1
20456,SatrioSingit,1
20457,hudzmn,1
20458,Dave_Chandra,1
20459,Limaruangid,1
20460,chyciecantika,2
20461,darkelfu,1
20462,joe_anno,1
20463,akutajirmlintir,1
20464,pitrayadi23,1
20465,masoting1,1
20466,redaksibb_com,1
20467,MagetyyArnol,2
20468,bennhut,1
20469,Dawul_sukrii,1
20470,primsohn,1
20471,TimorBabatu,1
20472,kang_cipoi,1
20473,ulasan_co,1
20474,Fariday83,1
20475,mysltic,1
20476,DaniaJuwitta,1
20477,luna_septia,1
20478,Ratmangondhez1,3
20479,SigitPr18428347,1
20480,IqbalAwaluddinR,1
20481,centeng_jkt,1
20482,AgungparwotoW,1
20483,olfan_nanang,1
20484,dalbo__27,1
20485,lambeejakarta,1
20486,dezoelp,1
20487,adriana_ririen,1
20488,FatkhurRohmannn,1
20489,ikwanashari,1
20490,robinandeska1,1
20491,Ikhwanu33469394,1
20492,aedyrzl_,1
20493,TuitTangerang,2
20494,hasanahdotid,1
20495,RuddyOlive,1
20496,narahubung_id,1
20497,SatukanIndoNews,8
20498,FariedH7,1
20499,aryafernandes,1
20500,Emm_Whaa,1
20501,graphogroup,1
20502,dencitro,2
20503,Septi_adie,1
20504,MajalahterasC,2
20505,lamonganposcom,1
20506,Nofiyatul_Faroh,1
20507,Criticalthingk2,1
20508,satudantujuh,1
20509,news_benz,1
20510,LSM_GRACIA,1
20511,combat261,1
20512,DIP_Institute,2
20513,ipoel_63,6
20514,Realitapost84,1
20515,MalutPost,1
20516,Kikiseff0111,1
20517,thomassilitong3,1
20518,DJUMARI22417755,1
20519,kbk_newsroom,1
20520,kuninganpos,1
20521,yawnzjn,1
20522,kwturon,1
20523,hidkagenou,1
20524,M_JawaTimurCom,2
20525,Guy99Wise,1
20526,Theking3231Juan,1
20527,Viewertweet1,1
20528,Nyo_234,1
20529,roastfiction,1
20530,86Alfen,1
20531,masrohim1234,1
20532,Yonesman2,1
20533,Last__Sword,1
20534,erkatayandri,1
20535,vaaanrjnh,1
20536,Daen6_N,1
20537,LampungGeeh,2
20538,ForklifSulaiman,1
20539,Solyyouwin,1
20540,Solahudin075,18
20541,arunanununu,2
20542,NiwariSiw,1
20543,nfnkristiono,1
20544,abumasud_,2
20545,Zhafirah239,1
20546,marufins,1
20547,saturdray,1
20548,datdelion,1
20549,acikaka,1
20550,Andikapulung,1
20551,Allisun231,1
20552,BacaDiBaBe,4
20553,m_erwiansyah,1
20554,Disruption_62,2
20555,TolakPartaiSara,1
20556,AntonMariesie,1
20557,TurnBackHoax,1
20558,Pradabasus,1
20559,asyarifuddin66,1
20560,Saipul76104730,1
20561,Pepih,1
20562,b3joku,1
20563,rakyatkecilaja,2
20564,yusi8787,1
20565,Joenie230,1
20566,ChhaiPermana,1
20567,Popy_Morian,2
20568,BaidowySantoso6,1
20569,moonchantik,1
20570,AbyTendy,1
20571,ridooetoro1,1
20572,PB_Sulsel,1
20573,lukas_halomoan,1
20574,genuin7784,1
20575,betutujaen,1
20576,Andi_ilh,1
20577,amrudinnejad_,1
20578,YunainiOyik,1
20579,PorosJ,1
20580,detak_banten,1
20581,BeritaBulukumba,2
20582,papatonghiber,1
20583,simpatisanPKS,1
20584,paulus_sigiro,1
20585,DewiDyanda,1
20586,SauqiSeff,1
20587,noor_michael,1
20588,riarintula,1
20589,jabblur,1
20590,ASALe_,1
20591,DemokratSambas,1
20592,FahmiAyubi4,2
20593,bahri1_s,1
20594,KNVB18,1
20595,JoseWawondatu,1
20596,rofik_Gnwn,1
20597,muchri24l1,1
20598,Chepotdoang,1
20599,biskuitmalkuat,1
20600,txtdrnaff,1
20601,ArsenMerch,2
20602,Mesuji_ijoroyo,1
20603,kannedjohan,1
20604,Sosmed_Rusak,1
20605,ajinatha,1
20606,Kim060674,1
20607,Braja38551893,2
20608,FarhanYayat,1
20609,AAPurba1,1
20610,ruhayat_ahmad,1
20611,solehadisutisna,5
20612,Maulana26103998,1
20613,MSyaiful_Amri,1
20614,paksubaidi,1
20615,barkahzi,1
20616,Zulkarn00617665,1
20617,dpacpkbkarawang,1
20618,banjar_dpc,1
20619,SukoyoKasekpro,1
20620,SATUNKRI1,1
20621,Papay_96,1
20622,RRiwoyo,1
20623,Runisah_92,1
20624,inovasidesaID,1
20625,s_17malik,1
20626,luthfi_sy,1
20627,TrimisTrimis1,5
20628,id_opsi,4
20629,athorumbo,1
20630,dekapanku,2
20631,ntisalready,1
20632,oceisntok,1
20633,rengtani_farmer,1
20634,bens_979,1
20635,Arzu23225682,1
20636,IbanGendut,1
20637,ezkisuyanto,1
20638,penjaja_pcr,1
20639,CSambao,1
20640,401Ady,1
20641,SamOke24863422,1
20642,RadytMalik,1
20643,SeijiNobel,1
20644,agussalatig,1
20645,Akbar67875158,2
20646,yong_han22,1
20647,Ibrahim63959615,2
20648,SwallowCoklat,2
20649,syfrumwaaah,1
20650,Was11An,1
20651,Adery68,1
20652,mabrarhr,1
20653,ymuntaz,1
20654,ChengliBro,1
20655,Sis885,4
20656,JVLEHA,1
20657,faktaanies,2
20658,IchwandiIwan,1
20659,mus_theib,1
20660,DeniIsk81196402,2
20661,Primaarda,1
20662,Harimur51760981,1
20663,theT4ntryS1,1
20664,uu_sutari14,1
20665,qiunco2761,1
20666,RonaldSiagian9,1
20667,margionolondo33,1
20668,Sah_romi,1
20669,andrisu11879537,1
20670,AnggaPu71307693,1
20671,TaufikYap,1
20672,DpacpkbG,1
20673,kapoltv,2
20674,CeritaBanyak99,1
20675,Danikocroo,1
20676,irham29895713,1
20677,Metrosidiknews,1
20678,Zainudd17382373,1
20679,dhaniyou7,1
20680,Havidz98,1
20681,heyceyee,2
20682,08_on1,1
20683,Ibnusholh1,1
20684,DiantyYasmin3,1
20685,rombengggg,1
20686,NFEffendi,1
20687,paraNEWnormal,1
20688,agussulis_,2
20689,abyirfan,1
20690,MiftahulKhair28,1
20691,demokratblora,1
20692,demokrasian,2
20693,DPCBMIPati,4
20694,SackidiC,2
20695,DemokratKra14,1
20696,UWinbee,1
20697,AndiAndis6,1
20698,xalendraav,1
20699,browntosauruss,2
20700,BaniSulaiman25,2
20701,VictorcMambor,1
20702,B4ngDm,1
20703,DrajadUmbaran,1
20704,AufaFarizi,1
20705,Noname45548498,1
20706,AstutiYoely,2
20707,Tardjo61624413,1
20708,birin_jambi,1
20709,YwYndr,1
20710,awkalik,1
20711,PkbDasopang,1
20712,jetsowek,1
20713,jejaksulsel,1
20714,Sahat92207331,1
20715,ahdan_a,1
20716,SandiSN_,1
20717,steveeja,1
20718,tyoxp02,1
20719,amurka_bali,1
20720,WartaMerdeka1,1
20721,Klaten_Oke,1
20722,OgieYunus,1
20723,marko_ndil,1
20724,JM85290593,1
20725,WAKTUINDONESIA_,1
20726,AndikaEkoP1,1
20727,TweetSwaranesia,2
20728,TeEn_Irfan,1
20729,kriminal_hukum,1
20730,GarengMr,1
20731,wahyudhie2345,1
20732,kurnshandy,1
20733,Pianbodonk,3
20734,AdiNurmen,1
20735,RobbyGo,1
20736,Figo1Indra,1
20737,satriamahesaabi,1
20738,AndhikRahmawan,1
20739,NttKabar,1
20740,unique_cover,1
20741,mhmfikri,2
20742,Kiki53644481,1
20743,bocahmalang77,1
20744,Lvia_Maya,1
20745,Alcit8,1
20746,SyahrilTng,1
20747,DukungCalonmu,1
20748,BismarkDev,1
20749,sarsarmili,1
20750,amaludinmzr,1
20751,YosLila,1
20752,Rita17980222,1
20753,skrtvn,1
20754,Yo39927249,1
20755,Arman00763514,1
20756,saveindonesia20,1
20757,Robypur34266298,1
20758,ReynandZaidan,1
20759,Onggenk6,1
20760,BambangSularto4,1
20761,bastiane888,2
20762,Generasi_MudaNU,2
20763,K_Wartika,1
20764,BayuGustian6,4
20765,PetrukBolong,1
20766,EmIqbal9,1
20767,Hariss_FZ,1
20768,HoiruddinMuhlis,1
20769,radarlamongann,1
20770,AditAndrii,1
20771,AgribisnisUnpar,2
20772,KaconkAlapola,1
20773,nogorlm,2
20774,Acil11147618,2
20775,AnydurPhap,1
20776,yo3_dien,2
20777,fpkb_kuburaya,2
20778,liniindonesia,1
20779,4shotsespresso,1
20780,tribunpalunews,3
20781,faridafarichah,3
20782,D14598545789,1
20783,AlvaOmega_,1
20784,dipoalam49,1
20785,Denkck13,1
20786,yenpaduzie,1
20787,sariademayem,2
20788,Fadlin10247517,1
20789,DPACPKBMenganti,1
20790,deivierondonuwu,1
20791,naanassy,1
20792,jemibrownies,1
20793,hargonbakti,1
20794,jeongw0w,1
20795,Regamedia2,2
20796,brightersol,1
20797,forfairy__j,1
20798,Kobaranmedia,1
20799,BalamPost,1
20800,miyawmura,1
20801,ndarinda,1
20802,binbin58057750,1
20803,andyang123456,1
20804,latifah_rabani,2
20805,Boim____,1
20806,omdien6,1
20807,BenyMofukada,1
20808,xSYARAFINA,1
20809,JurnalisSyarif,1
20810,Dravzorgh,1
20811,dpw_pkbsumut,1
20812,AmaliaA05636020,1
20813,Mirza_Ali_IYA,1
20814,yanqwenli,1
20815,abaswlahar,1
20816,dadidudessy,1
20817,namanyabagusss,1
20818,lambusimedia,1
20819,ririzkita,1
20820,SalamDuaDJ,1
20821,UTsabith,2
20822,DemakuDemaku11,1
20823,kurdiyAttubany,1
20824,cakrawala_co,3
20825,sgn_temanggung,1
20826,FPKSDPRRI,2
20827,masrisaid5,1
20828,moenaweir,1
20829,Lidhe99,1
20830,PD_lismawati,1
20831,DeniAndesa,1
20832,ZelwanA,1
20833,Malay81308132,2
20834,gan_beeden02,1
20835,nurfmrembang,1
20836,Jokotengger,1
20837,dpppnb1,1
20838,HasanZulfahmi,1
20839,dioprstyo,1
20840,hechanah,1
20841,meowshikyu,1
20842,MasMahdiputra,1
20843,BosananMoco,1
20844,TimoSu1,1
20845,DetikKota,1
20846,NukilanID,2
20847,Hellehza,2
20848,samsulhadi,1
20849,Maklambemonyong,3
20850,moito_abdillah,1
20851,nicoerdi,1
20852,azhariprayudi9,4
20853,WEBSITE_UAI,2
20854,bonyussu,1
20855,nydwas,1
20856,Hjyahya2,1
20857,FransKape,3
20858,OlanSit41879845,1
20859,mr_ikhsan78,1
20860,Dickysetyawanz,5
20861,antonius_gah,2
20862,RizkaIrawan4,1
20863,nukkeju,1
20864,zalmut,1
20865,smpantura,1
20866,Indotim_news,1
20867,Sdmkita,1
20868,anwargigi,1
20869,masden778,1
20870,bimoap__,1
20871,ruangdialektik,1
20872,CHXQueenR,1
20873,SudiyartoR,1
20874,Info__sumut,2
20875,bukaberitacom,2
20876,twexsetiawan,1
20877,adiredja_,1
20878,sakkdotid,1
20879,EmShobur,1
20880,gyYVSGVXEuSb8uv,1
20881,FrettySilitonga,1
20882,BeritakuKabar,1
20883,Ishassan4,1
20884,beritastenggara,1
20885,den_pratamayuda,1
20886,un_dreilukas,1
20887,TumenggungWidj1,1
20888,RyanBertutur,19
20889,MasUdin28997726,1
20890,Mulyo_kusumo,1
20891,hudattamini,2
20892,MSJMaricar,1
20893,rokoknyamild,1
20894,HoneyBee2024,1
20895,BenyyHidayat,1
20896,koktanyasaiia,1
20897,ela_nuryamah,1
20898,haribamona,1
20899,hellayiep,1
20900,OongBanten,1
20901,frengky_batak84,1
20902,Neilarmstronkk,1
20903,meinaret,1
20904,lookslina,1
20905,Nurdiansyah_i8,1
20906,aull_udell,1
20907,ProductionIpin,1
20908,DoyanMusik4,1
20909,sis25gmailcom1,1
20910,legod0965,1
20911,depok_pos,2
20912,machtsvormingg,2
20913,siungty,1
20914,Vanlie88,2
20915,sahabat1,1
20916,NKRI20548205,6
20917,SY_Bwz,3
20918,AkalSEH18332460,1
20919,UmbaraAgung,1
20920,proGPranowo,1
20921,DrajatHidayat3,2
20922,feetra08,1
20923,FitrianJulianur,1
20924,Chdoni1,1
20925,SiBado3,1
20926,puangbatara,1
20927,MamatRa86800599,1
20928,DailyKlik,1
20929,deketmasjid,1
20930,Sandity68019713,1
20931,AbahAncak,1
20932,KadirNawasir,2
20933,Muhsinsukandar5,10
20934,srikandiBanten8,1
20935,solotrustcom,1
20936,geloraco_,1
20937,StFauzirizal,1
20938,DedeShu5,1
20939,APHKorn,1
20940,BohongRatu,1
20941,suriadikusumah,2
20942,AriKacung1,1
20943,juli_sma53,1
20944,Reginavicktoria,2
20945,muSlimATjkt,1
20946,MardiMa92848379,1
20947,jenngio_BiGWin,1
20948,hallopepaya,1
20949,nhiar_clow,1
20950,gusirsyad_04,1
20951,mrchikenpokpok,1
20952,adam_levvinne,1
20953,Alcy_One01,1
20954,cheeceria9,1
20955,Iqbal_4jah,1
20956,PPKM003,1
20957,calwizzen,1
20958,vifdasti,1
20959,Riptoni1984,1
20960,itsdandeIion,1
20961,19deka_septiana,1
20962,IstiyaniPancer,1
20963,oykzch,1
20964,jdih_KPURiau,1
20965,junichirich,1
20966,PutraSaibal,1
20967,KoranIndonesia_,1
20968,IqVandys,1
20969,KlikLinggau,2
20970,MawarniBr,1
20971,avarm_,1
20972,Mahesa34526485,1
20973,GRindiyadi,1
20974,Jonwick_III,1
20975,Devito137,3
20976,nasirkes,1
20977,kas_tejo,1
20978,azwargjog,6
20979,TSihombing9,1
20980,qkejrhfifo,1
20981,koen_syam,1
20982,kabarxxicom,3
20983,ofEnderland,1
20984,lapianjack,2
20985,agisesya,1
20986,muntaco_LA86,1
20987,Si_Pejalan2023,1
20988,sseoriya,1
20989,MEY_ARD1ANSYAH,3
20990,humaskorbrimob,1
20991,iman_bkti,1
20992,SalmanSyarif841,1
20993,Doedoeng108,1
20994,andikabestari,1
20995,Ashmodea,1
20996,wjhenrysh,2
20997,radar_bengkulu,3
20998,YudhistiraJPD1,2
20999,mukti_safei,1
21000,AndreansyahLee,1
21001,uu_sutari13,1
21002,ImoetSakha,1
21003,Pandemi65703619,1
21004,katsubossy,1
21005,just_cross,1
21006,kyonkopet,1
21007,diansangpenc4ri,1
21008,leeminho_kw,1
21009,CSISIndonesia,1
21010,ryuda_m,1
21011,depokinfo_,1
21012,MhdAlaidid,1
21013,OshiiiiiiN_50,1
21014,Umiyati70812108,1
21015,oborsumbar,1
21016,asmanu,1
21017,KeadilanPerindu,1
21018,KEBUMENinLOVE,2
21019,jordybenhard,1
21020,VaksinAman,1
21021,partaiklasik,1
21022,fullriau,1
21023,antioramunafik,1
21024,jangkhung,1
21025,muispebrianto,1
21026,TIGORaja,1
21027,rezafalevr,1
21028,yayaamsori,2
21029,asbarID,1
21030,thehok_id,1
21031,yezyurun,1
21032,s_array,1
21033,PembasmiKecebo1,1
21034,ChusainiMuhamad,1
21035,faradina_iklil,1
21036,UTurnadi,2
21037,Aswicahyono,1
21038,bidhumasaceh,1
21039,Roveeq2,1
21040,RichardSirait12,1
21041,AriswandiSang,2
21042,misscrownn,1
21043,enno_irma,1
21044,BrandPolitika,1
21045,Husni36914203,1
21046,radarlampungtv,1
21047,Thavit_Amoura,1
21048,lumajangsatu1,1
21049,adam_budhi,1
21050,aquino_alhaqnur,1
21051,NasrullahAlhad1,1
21052,Trionana1,1
21053,AbuNawasSepatu,1
21054,Mustafic_Khzan,2
21055,aryuno_,1
21056,martinuskhiu3,1
21057,mamangdjalu,1
21058,UmminyaHJ,1
21059,Randiwi12906562,1
21060,gisneopratala,1
21061,pkssepang,1
21062,Kalea888,1
21063,zvastika,1
21064,SultanPutih,1
21065,kpu_ntt,1
21066,MandalinaKris,1
21067,muhsafrimorut,1
21068,JDIHKPU_SUMBAR,1
21069,hasrat_tanjung,1
21070,AjudanWARGA,1
21071,yudaa_darmaa,1
21072,Muse46813135,1
21073,dormauli_939,1
21074,JanganSuspen,1
21075,tiwicity1,1
21076,dennyindrayana,1
21077,skgemilang,2
21078,AmiraFarjana19,1
21079,acep_dhi3lhe,2
21080,fajarrputra,1
21081,ronny0sgr,1
21082,martajasa0811,1
21083,JawanLambertus,1
21084,AnonimBagus,1
21085,DPC_Rohil,3
21086,subber96,1
21087,storyyofcaca,1
21088,Tajudin84433172,1
21089,Dzikri_Rahmat,1
21090,fazmamvani,1
21091,ibnul_mufid,2
21092,gascarjr,1
21093,mirza_hlk,1
21094,Faeyza2022,1
21095,UsmanaHaji,1
21096,syanto9191,1
21097,KhodijahCandy,1
21098,rius_sapta,1
21099,theo12_ini,1
21100,ichsanarif1,1
21101,Kaisar_Dusun,1
21102,RidwanDmr,1
21103,BryanArsyad3,4
21104,Erviel_Maani,1
21105,rahmani_ima,1
21106,Alter_WS,1
21107,MbahDar96244784,1
21108,daulatbagong,1
21109,mojokstore,1
21110,Ardi01879,1
21111,d_syafarudin,1
21112,Multifers,1
21113,Putra_AmienJ2,1
21114,PutriSolok2,1
21115,fidanzata1928,1
21116,tanpa_komaa,1
21117,dams15mn,1
21118,AnggoroHoedi,1
21119,Mbaz_bolang,1
21120,gaban_kesiangan,1
21121,KpuPekalongan,2
21122,Legowo29981340,1
21123,simpananmafia,1
21124,Evaarna86226194,1
21125,DppGemaPuan,1
21126,MarapuKanata,1
21127,antasofa,1
21128,Cikr4k72,1
21129,Genk772,1
21130,acehnews,1
21131,Mazboimz54,1
21132,Rangga81591832,1
21133,Yuniartorohadi1,1
21134,BontotLapan7,1
21135,Mu7IRiN_070480,1
21136,Sabdanewscom,2
21137,ekosusanto_pkb,1
21138,asetyawan82,1
21139,Kabar_Handayani,1
21140,ambarukmo15,1
21141,eddy_widodo_165,1
21142,alfinista,1
21143,Dark_Choco22,1
21144,ConverseWhteOld,1
21145,bupati_korupsi,1
21146,OchiMeylanda,1
21147,TParizullah,1
21148,kabarbanyuwangi,1
21149,eri_suzandra,1
21150,SAMAS841,1
21151,mikehalikadam,5
21152,AFedullah,1
21153,yandhias,1
21154,tr1ey,1
21155,caparuni,1
21156,oetamadotco,1
21157,Syarif_Ory,1
21158,Joyes55196055,1
21159,prmndka,1
21160,Msehabudin,1
21161,ArtTeeno,1
21162,ActionUNDIP,1
21163,FeredicusMp4,1
21164,ArsSujono,1
21165,TeddyWoga,1
21166,Santri_Media,2
21167,isro64983907,1
21168,SSatagot,1
21169,DepekWae,1
21170,ahyarihsann,3
21171,dinakusmayanti6,1
21172,BeritarayaIDN,1
21173,MRusdiHakim86,1
21174,Herliardo_,1
21175,nurdianti_utami,1
21176,awank2017,2
21177,TangerangRaya4,1
21178,Ronsen__,1
21179,AzzizzahNur,1
21180,DukiZelwan,1
21181,TKoncek,1
21182,azhari_ismawati,1
21183,DanitaJade4,1
21184,aslnurrrr,1
21185,AntaraMudita,1
21186,Arfannn1,1
21187,PejuangMedsos10,1
21188,septdaa,1
21189,hypstermaid_,1
21190,NAOPIREI,1
21191,zulfaluthfiah3,1
21192,Ceccarie,1
21193,t_this__,1
21194,dind_uh,1
21195,rockyharbes,1
21196,Kawardante,1
21197,Herkholis2,1
21198,Djoehary69,1
21199,tppkemendes,1
21200,DairoEki,1
21201,nawawi_nurhadi,1
21202,Novandri86R,1
21203,iqra__ditiya,2
21204,BachtiarNU,1
21205,PrasieOet,2
21206,Samsul_117,1
21207,karosatuklik,2
21208,syaharbanu_,1
21209,ronald9585,1
21210,suaramuslimnet,2
21211,cakrawalapagi99,1
21212,zgdxsmillings,2
21213,yadirisyadi,3
21214,LaeSoit,1
21215,Yamadipati_1713,1
21216,BoyMantouw,1
21217,DaengUttang,1
21218,BTrg58,1
21219,Kpujakartatimur,1
21220,cseas_indonesia,1
21221,Adehihid,1
21222,kesinilahsob,1
21223,SahidNegara90,1
21224,asmujivahn,1
21225,nasjtar,1
21226,BhimoPrasetya,1
21227,sandiarisamukti,1
21228,Zulkifl39391347,1
21229,BuyaRajoBasa,1
21230,KurniaFm,1
21231,Tbaru5,5
21232,raflychalil,1
21233,gue__3,1
21234,kpuklaten,1
21235,kabarjowo,1
21236,tirtapandia,1
21237,anditaputrap,1
21238,Opa_Lagi_Jalan2,1
21239,heri1618,1
21240,rigosam_ramli,1
21241,indraalwis,1
21242,Gunawan97223713,1
21243,Gerominox,1
21244,Wah76311930Asep,1
21245,SRebahers,1
21246,intrenID,1
21247,Muhamma14425612,1
21248,deeantee,1
21249,Sienta88,1
21250,StephaniLevina,1
21251,sonora_bandung,1
21252,gojalann,1
21253,Dharmaradjapras,1
21254,LifeBussines,1
21255,gowestid,1
21256,SMA_sederajat,1
21257,aceravata,1
21258,hiemaulya,1
21259,situmorangpata1,1
21260,sibatucadas,1
21261,salaamitusalam,1
21262,s_soediro,1
21263,fachruroz1,2
21264,fxdhilrxm,1
21265,masturohquthb,1
21266,willy_orion,1
21267,ammong_,1
21268,berita_kanal,1
21269,urfa4iteperson,1
21270,agayfakta,1
21271,muchamadhusyein,2
21272,NgapakKang,1
21273,achmadbadr,1
21274,galuhprasta1012,1
21275,fazayudiansyah,1
21276,BawasluDepok_,2
21277,Insinyur_dito,1
21278,Kuali_zoldyck,1
21279,DPWDGPDIY,1
21280,nyapres2024,1
21281,501Awani,1
21282,goaweygo,1
21283,fany_rizqiyanto,1
21284,alssskey,1
21285,DidiekMurdock,1
21286,TheATeam024,1
21287,KrakatauRadio,1
21288,masakhmad_y,1
21289,Kalbar_Satu,2
21290,Sidak_Redaksi,1
21291,jhon_gudel,1
21292,andriaagustiaw3,1
21293,kangopek,1
21294,bawaslupangkep,1
21295,Prianto7Prianto,3
21296,jvarmyhope,1
21297,KoranBUMN,1
21298,YusroniSpp,1
21299,urban_bandung,1
21300,PanteSeureula,1
21301,bandit88_,1
21302,betara_id,1
21303,HenryJ4ck,1
21304,Pacitanku,1
21305,TosanAbdulhaq,1
21306,Soezoelas67,1
