,date,username,tweet
78,2023-05-30 15:58:55+00:00,aswin2211,@Leonita_Lestari Kayak ngga tahu aja kebiasaan opah prabowo setiap menjelang pilpres (rajin foto bareng sana-sini c… https://t.co/W51uTDXt31
79,2023-05-30 15:53:32+00:00,IwanSap70381661,"RT @PutraErlangga95: Hii tweps mari kita polling lagi okey,
Kalau Pilpres 2024 ada Tiga Capres maka anda akan pilih?

Setelah vote jangan l…"
80,2023-05-30 15:40:27+00:00,05D70n,"RT @PutraErlangga95: Hii tweps mari kita polling lagi okey,
Kalau Pilpres 2024 ada Tiga Capres maka anda akan pilih?

Setelah vote jangan l…"
81,2023-05-30 15:40:16+00:00,Kur74046896Riko,"RT @PutraErlangga95: Hii tweps mari kita polling lagi okey,
Kalau Pilpres 2024 ada Tiga Capres maka anda akan pilih?

Setelah vote jangan l…"
82,2023-05-30 15:35:13+00:00,alexander_sakti,"@ajengcute16__ Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
83,2023-05-30 15:34:46+00:00,alexander_sakti,"@geloraco Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
84,2023-05-30 15:34:31+00:00,alexander_sakti,"@democrazymedia Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
85,2023-05-30 15:33:34+00:00,alexander_sakti,"@ekowboy2 Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
86,2023-05-30 15:33:24+00:00,alexander_sakti,"@NataliusPigai2 Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
87,2023-05-30 15:33:17+00:00,SingoYudho_,"@__AnakKolong @gibran_tweet Gibran bukan siapa siapa di Perhelatan Pilpres 2024.
Namun Gibran bisa menggerus suara… https://t.co/3dOG6Niic3"
88,2023-05-30 15:31:05+00:00,dsuphi,"RT @faizalassegaf: Jokowi dan Prabowo Lucuti Pengaruh Megawati, Wajar Loyalis Ngamuk

by Faizal Assegaf (kritikus)

Berbeda dengan Pilpres…"
89,2023-05-30 15:29:31+00:00,curutonline,"@Lembayung071 @jokowi @prabowo Ane sich yes...demi terciptanya iklim pilpres yg cepat , tepat dan tegas. 
.
.
.
.
.… https://t.co/hhmx14nCCl"
90,2023-05-30 15:27:52+00:00,alexander_sakti,"@marlina_idha Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
91,2023-05-30 15:27:35+00:00,alexander_sakti,"@HelmiFelis_ Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
92,2023-05-30 15:27:27+00:00,TunayVallen,"@lordran44 @aniesbaswedan Bapa Anies Baswedan tidak usah bertarung di pilpres 2024, jakarta aja bapa tidak mampu pe… https://t.co/fWCtTidoPb"
93,2023-05-30 15:25:27+00:00,alexander_sakti,"@YanHarahap Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
94,2023-05-30 15:25:16+00:00,alexander_sakti,"@jansen_jsp Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
95,2023-05-30 15:24:28+00:00,alexander_sakti,"@geloraco Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
96,2023-05-30 15:24:11+00:00,alexander_sakti,"@alisyarief Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
97,2023-05-30 15:23:54+00:00,alexander_sakti,"@Demokrat_TV Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
98,2023-05-30 15:23:45+00:00,alexander_sakti,"@TeddGus @dennyindrayana Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
99,2023-05-30 15:23:24+00:00,alexander_sakti,"@bachrum_achmadi Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
100,2023-05-30 15:23:13+00:00,alexander_sakti,"@ajengcute16__ Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
101,2023-05-30 15:22:59+00:00,alexander_sakti,"@BennyHarmanID Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
102,2023-05-30 15:22:49+00:00,alexander_sakti,"@geloraco Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
103,2023-05-30 15:22:36+00:00,alexander_sakti,"@NasDem @aniesbaswedan Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
104,2023-05-30 15:22:24+00:00,alexander_sakti,"@OposisiCerdas Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
105,2023-05-30 15:22:16+00:00,alexander_sakti,"@democrazymedia Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
106,2023-05-30 15:22:06+00:00,alexander_sakti,"@dennyindrayana Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
107,2023-05-30 15:21:09+00:00,alexander_sakti,"@OposisiCerdas Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
108,2023-05-30 15:20:15+00:00,alexander_sakti,"@bachrum_achmadi @UyokBack Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
109,2023-05-30 15:19:57+00:00,alexander_sakti,"@aniesbaswedan Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
110,2023-05-30 15:19:45+00:00,alexander_sakti,"@tvOneNews Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
111,2023-05-30 15:19:35+00:00,alexander_sakti,"@Umar_Hasibuan__ Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
112,2023-05-30 15:18:58+00:00,alexander_sakti,"@geloraco Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
113,2023-05-30 15:18:50+00:00,alexander_sakti,"@geloraco Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
114,2023-05-30 15:18:36+00:00,alexander_sakti,"@OposisiCerdas Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
115,2023-05-30 15:18:28+00:00,alexander_sakti,"@democrazymedia Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
116,2023-05-30 15:17:22+00:00,alexander_sakti,"@ajengcute16__ Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
